151,972,3.5,879543366
708,283,3.5,892719363
399,173,3.5,882349928
342,1011,3.0,875318467
236,1401,3.0,890116335
304,328,3.5,884967167
928,172,5.0,880936769
460,1067,3.5,882912316
796,153,3.5,892676155
311,568,4.0,884365325
893,1215,2.0,874829287
658,178,4.5,875148195
484,597,4.0,881450182
780,300,4.0,891362937
3,330,2.5,889237297
405,200,2.0,885548330
927,393,4.0,879193732
44,175,4.0,878347972
606,806,4.0,880923579
486,597,3.0,879875187
710,310,3.5,882063224
815,660,4.0,878696441
13,667,2.5,882397040
487,399,3.5,884046800
405,1311,1.0,885546859
268,762,3.0,875743216
534,405,3.5,877807935
7,434,4.5,891352384
234,504,3.5,892078485
566,83,4.0,881650148
727,421,3.0,883711181
736,181,3.5,878708646
643,824,3.0,891449681
268,154,3.0,875743563
2,304,3.5,888979197
94,214,3.5,891725332
749,356,3.5,878847804
146,311,3.5,891457714
916,204,3.5,880844813
660,8,3.0,891199781
674,181,4.0,887762603
210,751,4.0,890059441
87,570,3.5,879876163
7,674,3.5,891352659
436,710,4.0,887769281
707,952,3.5,880060724
500,919,4.0,883865341
334,425,4.0,891548835
221,470,4.0,875245374
354,512,4.0,891306892
201,57,3.5,884111958
862,742,4.5,879303298
137,250,4.0,881433015
64,546,3.0,889739883
219,71,3.5,889452455
313,176,4.0,891013713
90,318,5.0,891383350
270,713,4.0,876954122
882,473,3.5,879862936
286,924,3.5,876521773
94,1218,3.5,891722511
774,566,2.0,888557277
387,29,2.5,886483252
13,405,3.0,882397742
296,276,4.5,884198772
533,403,3.0,879439341
105,751,3.5,889214381
457,473,3.5,882395360
745,14,3.5,880122863
393,1039,3.5,887745973
866,347,2.5,891221165
432,1047,3.0,889416118
833,441,2.5,875224352
450,762,4.0,882469627
795,1,3.5,883767204
896,423,3.5,887159172
841,306,4.5,889066824
323,203,4.0,878739953
790,436,3.0,885156686
457,1028,3.5,882393828
451,308,3.0,879012890
255,895,2.5,883216185
588,370,4.0,890031141
407,402,3.0,876344329
487,204,4.0,883445495
883,512,4.5,891693058
301,174,4.5,882075827
92,756,2.5,886443582
456,4,3.5,881374849
670,657,4.5,877974857
21,875,2.0,874951005
769,121,3.0,885423865
653,722,2.0,880152800
499,624,3.5,885599372
434,274,4.0,886724797
484,56,4.5,891195057
398,582,4.0,875659518
862,197,5.0,879304623
617,606,3.0,883788929
206,315,2.5,888180018
830,82,4.0,891561673
539,238,4.0,879788045
303,1109,3.0,879467936
283,100,5.0,879297160
538,98,4.0,877107012
195,109,3.0,878019342
286,741,3.5,876521887
206,683,1.0,888179980
379,705,4.5,888646088
756,860,2.5,874830068
176,151,3.5,886048305
339,197,4.5,891033653
637,24,2.5,882903511
75,845,3.0,884050194
669,252,2.5,892549865
58,340,4.0,884305708
606,42,4.0,880926245
420,14,4.5,891356927
334,405,3.0,891547040
625,192,4.0,892000438
221,39,3.5,875245798
334,521,4.0,891548835
222,159,3.0,878181457
805,47,3.5,881698778
617,89,3.0,883789294
921,1028,3.0,879380142
450,389,4.0,882396051
416,182,4.5,876698934
931,286,4.0,891037521
388,276,4.0,886440608
450,500,4.0,882376188
505,402,3.5,889333937
413,877,3.0,879969100
913,89,4.0,880794731
198,100,4.0,884207325
450,310,4.0,887660650
22,999,2.5,878886902
835,313,5.0,891032224
56,82,3.5,892676314
62,955,3.0,879374072
711,258,4.0,876185488
238,258,3.5,883575728
786,202,4.0,882843812
269,640,2.5,891457067
716,729,3.5,879795375
385,1071,3.0,879448426
207,58,3.5,875991047
740,258,4.0,879522681
478,381,3.5,889397221
43,553,3.5,875981159
18,516,4.0,880130861
311,306,4.5,884363791
564,930,2.5,888730699
538,202,3.5,877108250
634,977,2.5,877018033
474,274,4.0,887916330
221,56,4.0,875245592
757,157,3.5,888467855
95,50,4.0,879197329
756,123,3.0,874830344
186,148,3.0,891719774
592,597,3.5,882609056
833,1597,2.5,875225193
457,121,4.0,882393066
222,133,3.0,878182338
463,410,2.5,890530286
815,655,4.0,878694563
74,285,4.5,888333428
429,90,3.0,882387731
737,127,4.5,884315175
764,280,3.0,876244181
329,11,3.5,891656237
177,183,4.0,880130972
864,209,4.0,888887172
346,1039,4.0,874948303
6,509,3.5,883602664
675,509,4.0,889489465
698,487,3.5,886367508
476,738,3.0,883364812
868,738,2.0,877108624
144,7,4.0,888104087
373,1188,3.0,877106597
276,449,3.0,874792520
664,462,4.0,878091912
474,485,4.0,887926804
202,195,3.0,879726914
77,250,3.5,884732873
389,467,4.0,879991512
339,86,4.5,891032221
498,594,1.5,881956498
373,1119,4.0,877105708
805,79,3.5,881694423
532,357,4.5,892519935
450,395,3.0,882470642
123,462,4.0,879872540
276,38,3.0,874792574
58,194,4.0,884304747
271,126,4.0,885848034
716,192,4.5,879794870
201,413,2.0,884114505
289,1016,3.0,876789843
601,234,3.5,876348947
262,747,3.0,879793641
798,486,3.5,875639889
394,161,4.0,880888850
333,748,4.0,891044596
405,789,2.0,885547268
430,221,4.0,877225547
542,411,3.0,886533275
59,684,4.0,888204553
682,433,3.5,888521540
64,175,4.0,889739415
437,482,4.0,880140051
460,870,3.0,882912469
